sensor_id,timestamp,ideal_signal,raw_value
ENG_RPM_001,2026-03-26 19:58:31.260880,3498.8267316681536,3478.162265420201
ENG_RPM_001,2026-03-26 19:58:31.270887,3501.17994926762,3493.823141281841
ENG_RPM_001,2026-03-26 19:58:31.280894,3503.044245166954,3490.802959483725
ENG_RPM_001,2026-03-26 19:58:31.290900,3504.4179128100827,3515.7248716886484
ENG_RPM_001,2026-03-26 19:58:31.300907,3505.2997323601817,3513.479765680829
ENG_RPM_001,2026-03-26 19:58:31.310914,3505.6889718580524,3505.0453068389384
ENG_RPM_001,2026-03-26 19:58:31.320920,3505.585387901133,3499.8662965254553
ENG_RPM_001,2026-03-26 19:58:31.330927,3504.989225842243,3496.3932797392827
ENG_RPM_001,2026-03-26 19:58:31.340934,3503.901219507669,3492.4888638991765
ENG_RPM_001,2026-03-26 19:58:31.350940,3502.322590434672,3486.694274361165
ENG_RPM_001,2026-03-26 19:58:31.360947,3500.255046629016,3491.337507590096
ENG_RPM_001,2026-03-26 19:58:31.370954,3497.7007808435883,3510.182414236286
ENG_RPM_001,2026-03-26 19:58:31.380960,3494.66246837968,3471.1649451237204
ENG_RPM_001,2026-03-26 19:58:31.390967,3491.143264412974,3494.947469654188
ENG_RPM_001,2026-03-26 19:58:31.400974,3487.146800846778,3487.1088873401745
ENG_RPM_001,2026-03-26 19:58:31.410980,3482.6771826955037,3487.6221472234192
ENG_RPM_001,2026-03-26 19:58:31.420987,3477.738984001868,3468.6353785119663
ENG_RPM_001,2026-03-26 19:58:31.430994,3472.3372432917927,3492.9209097110843
ENG_RPM_001,2026-03-26 19:58:31.441000,3466.4774585713753,3474.248775331874
ENG_RPM_001,2026-03-26 19:58:31.451007,3460.1655818708455,3482.8083660857837
ENG_RPM_001,2026-03-26 19:58:31.461014,3453.408013340806,3468.7698194299296
ENG_RPM_001,2026-03-26 19:58:31.471020,3446.2115949065446,3457.210205255262
ENG_RPM_001,2026-03-26 19:58:31.481027,3438.5836034866275,3441.1576660328838
ENG_RPM_001,2026-03-26 19:58:31.491034,3430.5317437824333,3438.9952331648765
ENG_RPM_001,2026-03-26 19:58:31.501040,3422.0641406456907,3404.8209004275814
ENG_RPM_001,2026-03-26 19:58:31.511047,3413.1893310315404,3427.52822494379
ENG_RPM_001,2026-03-26 19:58:31.521054,3403.916255545011,3401.8516883676625
ENG_RPM_001,2026-03-26 19:58:31.531060,3394.2542495892426,3382.647967280229
ENG_RPM_001,2026-03-26 19:58:31.541067,3384.2130341241595,3385.4758056655182
ENG_RPM_001,2026-03-26 19:58:31.551074,3373.8027060447016,3349.3724600500796
ENG_RPM_001,2026-03-26 19:58:31.561080,3363.0337281880857,3387.7835717075554
ENG_RPM_001,2026-03-26 19:58:31.571087,3351.9169189799463,3336.7315747559046
ENG_RPM_001,2026-03-26 19:58:31.581094,3340.463441729565,3343.140608357709
ENG_RPM_001,2026-03-26 19:58:31.591100,3328.684793584735,3341.40574989014
ENG_RPM_001,2026-03-26 19:58:31.601107,3316.5927941571617,3309.6310459601996
ENG_RPM_001,2026-03-26 19:58:31.611114,3304.1995738296127,3303.733029073249
ENG_RPM_001,2026-03-26 19:58:31.621120,3291.5175617563577,3284.2800338074285
ENG_RPM_001,2026-03-26 19:58:31.631127,3278.5594735687278,3268.206038673581
ENG_RPM_001,2026-03-26 19:58:31.641134,3265.3382987979403,3249.5270892663134
ENG_RPM_001,2026-03-26 19:58:31.651140,3251.8672880275867,3252.8915546815388
ENG_RPM_001,2026-03-26 19:58:31.661147,3238.1599397884816,3224.280060889284
ENG_RPM_001,2026-03-26 19:58:31.671154,3224.2299872087856,3233.632764186093
ENG_RPM_001,2026-03-26 19:58:31.681160,3210.091384432607,3241.668682148515
ENG_RPM_001,2026-03-26 19:58:31.691167,3195.758292820469,3193.4613909145314
ENG_RPM_001,2026-03-26 19:58:31.701174,3181.24506694528,3182.676175978311
ENG_RPM_001,2026-03-26 19:58:31.711180,3166.566240397629,3142.909806400451
ENG_RPM_001,2026-03-26 19:58:31.721187,3151.7365114144236,3151.8180542251357
ENG_RPM_001,2026-03-26 19:58:31.731194,3136.7707283450623,3140.5281285422748
ENG_RPM_001,2026-03-26 19:58:31.741200,3121.683874969496,3136.506746033888
ENG_RPM_001,2026-03-26 19:58:31.751207,3106.4910556826712,3104.4497926997833
ENG_RPM_001,2026-03-26 19:58:31.761214,3091.2074805599987,3080.1084369726946
ENG_RPM_001,2026-03-26 19:58:31.771220,3075.8484503185837,3066.899532949459
ENG_RPM_001,2026-03-26 19:58:31.781227,3060.4293411890862,3067.724374874449
ENG_RPM_001,2026-03-26 19:58:31.791234,3044.9655897131383,3051.1342161309003
ENG_RPM_001,2026-03-26 19:58:31.801240,3029.4726774813485,3044.1285413982637
ENG_RPM_001,2026-03-26 19:58:31.811247,3013.966115826959,3034.7946954852687
ENG_RPM_001,2026-03-26 19:58:31.821254,2998.4614304902802,3017.491732500705
ENG_RPM_001,2026-03-26 19:58:31.831260,2982.974146269045,2989.945131522074
ENG_RPM_001,2026-03-26 19:58:31.841267,2967.519771669856,2958.8422844605907
ENG_RPM_001,2026-03-26 19:58:31.851274,2952.113783575878,2960.693448655417
ENG_RPM_001,2026-03-26 19:58:31.861280,2936.7716119459265,2920.191974889981
ENG_RPM_001,2026-03-26 19:58:31.871287,2921.5086245600637,2924.8406659771063
ENG_RPM_001,2026-03-26 19:58:31.881294,2906.3401118267807,2922.504170887508
ENG_RPM_001,2026-03-26 19:58:31.891300,2891.2812716667618,2891.4248120991747
ENG_RPM_001,2026-03-26 19:58:31.901307,2876.3471944881744,2883.529689748558
ENG_RPM_001,2026-03-26 19:58:31.911314,2861.552848268327,2848.13724061679
ENG_RPM_001,2026-03-26 19:58:31.921320,2846.9130637564267,2817.993582308013
ENG_RPM_001,2026-03-26 19:58:31.931327,2832.4425198120616,2827.965460670955
ENG_RPM_001,2026-03-26 19:58:31.941334,2818.1557288938925,2817.6408380337334
ENG_RPM_001,2026-03-26 19:58:31.951341,2804.0670227128876,2822.0083941406324
ENG_RPM_001,2026-03-26 19:58:31.961347,2790.190538064274,2813.247319617677
ENG_RPM_001,2026-03-26 19:58:31.971354,2776.5402028522085,2791.905029791702
ENG_RPM_001,2026-03-26 19:58:31.981361,2763.129722320971,2738.5356781991627
ENG_RPM_001,2026-03-26 19:58:31.991367,2749.972565506282,2764.1062856298436
ENG_RPM_001,2026-03-26 19:58:32.001374,2737.0819519201386,1696.4207365395264
ENG_RPM_001,2026-03-26 19:58:32.011381,2724.470838482312,2725.023523916332
ENG_RPM_001,2026-03-26 19:58:32.021387,2712.1519067114286,2722.451832856425
ENG_RPM_001,2026-03-26 19:58:32.031394,2700.1375501882885,2690.2896325120964
ENG_RPM_001,2026-03-26 19:58:32.041401,2688.439862303799,2687.857318010897
ENG_RPM_001,2026-03-26 19:58:32.051407,2677.070624303641,2667.5221238205095
ENG_RPM_001,2026-03-26 19:58:32.061414,2666.0412936414696,2673.6648600957424
ENG_RPM_001,2026-03-26 19:58:32.071421,2655.362992652164,2640.0677365466127
ENG_RPM_001,2026-03-26 19:58:32.081427,2645.0464975563104,2649.261870040781
ENG_RPM_001,2026-03-26 19:58:32.091434,2635.10222780679,2617.22534808102
ENG_RPM_001,2026-03-26 19:58:32.101441,2625.540235787987,2623.6598338604886
ENG_RPM_001,2026-03-26 19:58:32.111447,2616.370196877811,2619.4834588254744
ENG_RPM_001,2026-03-26 19:58:32.121454,2607.601399882328,2604.284356221052
ENG_RPM_001,2026-03-26 19:58:32.131461,2599.2427378524776,2600.133553611155
ENG_RPM_001,2026-03-26 19:58:32.141467,2591.3026992919295,2598.787370147636
ENG_RPM_001,2026-03-26 19:58:32.151474,2583.7893597647744,2579.7123067357
ENG_RPM_001,2026-03-26 19:58:32.161481,2576.7103739113436,2588.8184094562275
ENG_RPM_001,2026-03-26 19:58:32.171487,2570.072967880039,2564.2077944719294
ENG_RPM_001,2026-03-26 19:58:32.181494,2563.8839321826536,2586.549597436879
ENG_RPM_001,2026-03-26 19:58:32.191501,2558.1496149802456,2557.3600694867537
ENG_RPM_001,2026-03-26 19:58:32.201507,2552.875915806194,2558.168132785449
ENG_RPM_001,2026-03-26 19:58:32.211514,2548.068279732636,2543.6586281127793
ENG_RPM_001,2026-03-26 19:58:32.221521,2543.731691986062,2539.9741040149347
ENG_RPM_001,2026-03-26 19:58:32.231527,2539.8706730173685,2537.4381633493804
ENG_RPM_001,2026-03-26 19:58:32.241534,2536.4892740312566,2559.0542929124995
ENG_RPM_001,2026-03-26 19:58:32.251541,2533.591072979385,2542.5066338011907
ENG_RPM_001,2026-03-26 19:58:32.261547,2531.1791710212337,2517.936928850054
ENG_RPM_001,2026-03-26 19:58:32.271554,2529.2561894561827,2518.291962258091
ENG_RPM_001,2026-03-26 19:58:32.281561,2527.8242671298285,2537.383480337306
ENG_RPM_001,2026-03-26 19:58:32.291567,2526.8850583171047,2507.738329497422
ENG_RPM_001,2026-03-26 19:58:32.301574,2526.439731084298,2524.710462601469
ENG_RPM_001,2026-03-26 19:58:32.311581,2526.4889661315715,2541.073363536222
ENG_RPM_001,2026-03-26 19:58:32.321587,2527.0329561171484,2511.9290901926584
ENG_RPM_001,2026-03-26 19:58:32.331594,2528.071405463814,2554.690132307349
ENG_RPM_001,2026-03-26 19:58:32.341601,2529.6035306479293,2525.7080819000694
ENG_RPM_001,2026-03-26 19:58:32.351607,2531.6280609706723,2534.219744490251
ENG_RPM_001,2026-03-26 19:58:32.361614,2534.1432398107395,2544.7604915293277
ENG_RPM_001,2026-03-26 19:58:32.371621,2537.146826357273,2529.4242797586116
ENG_RPM_001,2026-03-26 19:58:32.381627,2540.6360978212983,2545.3178566656584
ENG_RPM_001,2026-03-26 19:58:32.391634,2544.6078521234854,2527.6094749546783
ENG_RPM_001,2026-03-26 19:58:32.401641,2549.0584110555783,2555.4530487007073
ENG_RPM_001,2026-03-26 19:58:32.411647,2553.983623912368,2540.1841041983625
ENG_RPM_001,2026-03-26 19:58:32.421654,2559.3788715906185,2540.5996247085427
ENG_RPM_001,2026-03-26 19:58:32.431661,2565.239071150895,2548.8403124642073
ENG_RPM_001,2026-03-26 19:58:32.441667,2571.558680837784,2564.3105510190517
ENG_RPM_001,2026-03-26 19:58:32.451674,2578.331705553548,2579.900594062779
ENG_RPM_001,2026-03-26 19:58:32.461681,2585.551702779801,2596.191878839029
ENG_RPM_001,2026-03-26 19:58:32.471687,2593.211788941351,2588.051745079388
ENG_RPM_001,2026-03-26 19:58:32.481694,2601.304646205931,2590.4492022658173
ENG_RPM_001,2026-03-26 19:58:32.491701,2609.8225297130793,2621.5614858118297
ENG_RPM_001,2026-03-26 19:58:32.501707,2618.757275225046,2622.5584609991897
ENG_RPM_001,2026-03-26 19:58:32.511714,2628.10030719215,2621.910692976472
ENG_RPM_001,2026-03-26 19:58:32.521721,2637.84264722462,2665.934252079461
ENG_RPM_001,2026-03-26 19:58:32.531727,2647.9749229625522,2648.9547377638805
ENG_RPM_001,2026-03-26 19:58:32.541734,2658.487377335208,2656.838937105385
ENG_RPM_001,2026-03-26 19:58:32.551741,2669.369878200513,2664.5170446270663
ENG_RPM_001,2026-03-26 19:58:32.561747,2680.611928355225,2685.2308264477506
ENG_RPM_001,2026-03-26 19:58:32.571754,2692.202675905877,2671.287007805369
ENG_RPM_001,2026-03-26 19:58:32.581761,2704.1309249902497,2709.27446567648
ENG_RPM_001,2026-03-26 19:58:32.591767,2716.3851468387775,2729.6363726604945
ENG_RPM_001,2026-03-26 19:58:32.601774,2728.953491164958,2718.943424505671
ENG_RPM_001,2026-03-26 19:58:32.611781,2741.8237978735006,2723.8931826881894
ENG_RPM_001,2026-03-26 19:58:32.621787,2754.98360907466,2748.810478163041
ENG_RPM_001,2026-03-26 19:58:32.631794,2768.4201813928617,2766.14706034497
ENG_RPM_001,2026-03-26 19:58:32.641801,2782.1204985574723,2766.97652292359
ENG_RPM_001,2026-03-26 19:58:32.651807,2796.071284263266,2780.609799882902
ENG_RPM_001,2026-03-26 19:58:32.661814,2810.259015287871,2793.020529670468
ENG_RPM_001,2026-03-26 19:58:32.671821,2824.6699348532493,2823.621978105455
ENG_RPM_001,2026-03-26 19:58:32.681827,2839.2900662179895,2841.0147090172313
ENG_RPM_001,2026-03-26 19:58:32.691834,2854.105226486988,2847.796762947455
ENG_RPM_001,2026-03-26 19:58:32.701841,2869.101040624875,2893.214139552753
ENG_RPM_001,2026-03-26 19:58:32.711848,2884.2629556593283,2890.1334669190137
ENG_RPM_001,2026-03-26 19:58:32.721854,2899.576255060243,2869.5973926926786
ENG_RPM_001,2026-03-26 19:58:32.731861,2915.026073280554,2916.1568948809427
ENG_RPM_001,2026-03-26 19:58:32.741868,2930.597410444324,2910.0468990405734
ENG_RPM_001,2026-03-26 19:58:32.751874,2946.275147167608,2961.610137255989
ENG_RPM_001,2026-03-26 19:58:32.761881,2962.044059497421,2958.9597036581754
ENG_RPM_001,2026-03-26 19:58:32.771888,2977.888833954065,2964.308524615641
ENG_RPM_001,2026-03-26 19:58:32.781894,2993.7940826619433,2988.9220093447016
ENG_RPM_001,2026-03-26 19:58:32.791901,3009.744358553906,3001.1061265961275
ENG_RPM_001,2026-03-26 19:58:32.801908,3025.724170634112,3027.9724513977294
ENG_RPM_001,2026-03-26 19:58:32.811914,3041.717999284315,3045.1855951354173
ENG_RPM_001,2026-03-26 19:58:32.821921,3057.7103115984487,3064.549457764508
ENG_RPM_001,2026-03-26 19:58:32.831928,3073.6855767303614,3089.0258007866823
ENG_RPM_001,2026-03-26 19:58:32.841934,3089.6282812395348,3074.578473284907
ENG_RPM_001,2026-03-26 19:58:32.851941,3105.5229444196107,3090.082341002112
ENG_RPM_001,2026-03-26 19:58:32.861948,3121.3541335945956,3118.517885725389
ENG_RPM_001,2026-03-26 19:58:32.871954,3137.1064793676073,3145.6460690815256
ENG_RPM_001,2026-03-26 19:58:32.881961,3152.7646908071115,3158.4005949793377
ENG_RPM_001,2026-03-26 19:58:32.891968,3168.3135705556333,3177.474119444491
ENG_RPM_001,2026-03-26 19:58:32.901974,3183.738029846012,3156.726034923039
ENG_RPM_001,2026-03-26 19:58:32.911981,3199.023103410363,3199.142493093011
ENG_RPM_001,2026-03-26 19:58:32.921988,3214.153964267015,3227.1647202655568
ENG_RPM_001,2026-03-26 19:58:32.931994,3229.1159383708004,3217.1566429949125
ENG_RPM_001,2026-03-26 19:58:32.942001,3243.8945191122393,3232.119809558342
ENG_RPM_001,2026-03-26 19:58:32.952008,3258.47538165127,3258.466796100685
ENG_RPM_001,2026-03-26 19:58:32.962014,3272.8443970713683,3276.8776078321685
ENG_RPM_001,2026-03-26 19:58:32.972021,3286.9876463400797,3288.8034395582426
ENG_RPM_001,2026-03-26 19:58:32.982028,3300.891434062143,3291.236167097999
ENG_RPM_001,2026-03-26 19:58:32.992034,3314.542302011645,3313.7159660556276
ENG_RPM_001,2026-03-26 19:58:33.002041,3327.927042429805,3317.5873740847046
ENG_RPM_001,2026-03-26 19:58:33.012048,3341.032711075273,3338.518648651567
ENG_RPM_001,2026-03-26 19:58:33.022054,3353.846640014022,3355.3524520103515
ENG_RPM_001,2026-03-26 19:58:33.032061,3366.3564501362202,3374.008048882473
ENG_RPM_001,2026-03-26 19:58:33.042068,3378.550063387686,3380.7036669629147
ENG_RPM_001,2026-03-26 19:58:33.052074,3390.4157147038636,3402.844035155206
ENG_RPM_001,2026-03-26 19:58:33.062081,3401.941963634513,3410.869862109127
ENG_RPM_001,2026-03-26 19:58:33.072088,3413.117705647624,3404.065237816735
ENG_RPM_001,2026-03-26 19:58:33.082094,3423.9321831013995,3421.9416961013544
ENG_RPM_001,2026-03-26 19:58:33.092101,3434.374995873439,3422.0219634940668
ENG_RPM_001,2026-03-26 19:58:33.102108,3444.43611163665,3438.736355216097
ENG_RPM_001,2026-03-26 19:58:33.112114,3454.1058757717083,3465.1343983569936
ENG_RPM_001,2026-03-26 19:58:33.122121,3463.375020906279,3487.631842149043
ENG_RPM_001,2026-03-26 19:58:33.132128,3472.234676071576,3462.985908985297
ENG_RPM_001,2026-03-26 19:58:33.142134,3480.676375467207,3458.236528805756
ENG_RPM_001,2026-03-26 19:58:33.152141,3488.6920668256425,3493.6772755612724
ENG_RPM_001,2026-03-26 19:58:33.162148,3496.274119368042,3488.541930835815
ENG_RPM_001,2026-03-26 19:58:33.172154,3503.415331343583,3480.148201714126
ENG_RPM_001,2026-03-26 19:58:33.182161,3510.1089371448256,3510.9921329169906
ENG_RPM_001,2026-03-26 19:58:33.192168,3516.348613992106,3507.260986969059
ENG_RPM_001,2026-03-26 19:58:33.202174,3522.1284881803267,3545.1757645112675
ENG_RPM_001,2026-03-26 19:58:33.212181,3527.4431408819887,3523.1892872249327
ENG_RPM_001,2026-03-26 19:58:33.222188,3532.287613500726,3536.046533859767
ENG_RPM_001,2026-03-26 19:58:33.232194,3536.657412570048,3513.6229935682236
ENG_RPM_001,2026-03-26 19:58:33.242201,3540.548514192453,3519.8875091485374
ENG_RPM_001,2026-03-26 19:58:33.252208,3543.957368014525,3533.441577133308
ENG_RPM_001,2026-03-26 19:58:33.262214,3546.880900734085,3540.3316913789918
ENG_RPM_001,2026-03-26 19:58:33.272221,3549.3165191359335,3532.0824667757915
ENG_RPM_001,2026-03-26 19:58:33.282228,3551.2621126531753,3540.184855116786
ENG_RPM_001,2026-03-26 19:58:33.292234,3552.716055451611,3536.9423041911446
ENG_RPM_001,2026-03-26 19:58:33.302241,3553.6772080351193,3557.743968803907
ENG_RPM_001,2026-03-26 19:58:33.312248,3554.1449183704544,3544.3030638018668
ENG_RPM_001,2026-03-26 19:58:33.322254,3554.1190225303394,3553.436908573907
ENG_RPM_001,2026-03-26 19:58:33.332261,3553.599844854231,3567.3157445972092
ENG_RPM_001,2026-03-26 19:58:33.342268,3552.5881976265778,3552.936783134009
ENG_RPM_001,2026-03-26 19:58:33.352274,3551.085380272914,3559.7716656499365
ENG_RPM_001,2026-03-26 19:58:33.362281,3549.093178074561,3559.4429363120007
ENG_RPM_001,2026-03-26 19:58:33.372288,3546.6138604032217,3569.3664699521414
ENG_RPM_001,2026-03-26 19:58:33.382294,3543.650178477203,3538.7668439939816
ENG_RPM_001,2026-03-26 19:58:33.392301,3540.205362641492,3530.017191013404
ENG_RPM_001,2026-03-26 19:58:33.402308,3536.283119174361,3527.0724140025136
ENG_RPM_001,2026-03-26 19:58:33.412314,3531.887626623675,3529.7439112669595
ENG_RPM_001,2026-03-26 19:58:33.422321,3527.023531676501,3532.6614018638934
ENG_RPM_001,2026-03-26 19:58:33.432328,3521.695944566125,3515.074745586908
ENG_RPM_001,2026-03-26 19:58:33.442335,3515.9104340209838,3510.4918227531625
ENG_RPM_001,2026-03-26 19:58:33.452341,3509.6730217605405,4089.6869571819834
ENG_RPM_001,2026-03-26 19:58:33.462348,3502.9901765435093,3492.1097985485862
ENG_RPM_001,2026-03-26 19:58:33.472355,3495.8688077743295,3501.4606101941527
ENG_RPM_001,2026-03-26 19:58:33.482361,3488.3162586742064,3491.753099103729
ENG_RPM_001,2026-03-26 19:58:33.492368,3480.3402990234563,3475.865705686304
ENG_RPM_001,2026-03-26 19:58:33.502375,3471.9491174823397,3470.5323758942395
ENG_RPM_001,2026-03-26 19:58:33.512381,3463.1513134979605,3464.704531797131
ENG_RPM_001,2026-03-26 19:58:33.522388,3453.9558888052447,3459.0880593386983
ENG_RPM_001,2026-03-26 19:58:33.532395,3444.372238530371,3451.1265044716047
ENG_RPM_001,2026-03-26 19:58:33.542401,3434.4101419054746,3445.8891100055253
ENG_RPM_001,2026-03-26 19:58:33.552408,3424.0797526037786,3423.4060806020398
ENG_RPM_001,2026-03-26 19:58:33.562415,3413.391588704712,3020.2185901907246
ENG_RPM_001,2026-03-26 19:58:33.572421,3402.3565222989278,3405.314942718973
ENG_RPM_001,2026-03-26 19:58:33.582428,3390.985768743502,3382.493350214542
ENG_RPM_001,2026-03-26 19:58:33.592435,3379.290875577912,3362.4824786131153
ENG_RPM_001,2026-03-26 19:58:33.602441,3367.2837111117724,3356.1035821228206
ENG_RPM_001,2026-03-26 19:58:33.612448,3354.9764526955896,3355.9928649013905
ENG_RPM_001,2026-03-26 19:58:33.622455,3342.381574686122,3325.597579851452
ENG_RPM_001,2026-03-26 19:58:33.632461,3329.5118361182554,3310.600512067246
ENG_RPM_001,2026-03-26 19:58:33.642468,3316.3802680955678,3305.5624141860926
ENG_RPM_001,2026-03-26 19:58:33.652475,3303.0001609120286,3307.4393903918385
ENG_RPM_001,2026-03-26 19:58:33.662481,3289.3850509175913,3298.320257930336
ENG_RPM_001,2026-03-26 19:58:33.672488,3275.5487071406296,3272.010615317068
ENG_RPM_001,2026-03-26 19:58:33.682495,3261.5051176804486,3265.4687189733104
ENG_RPM_001,2026-03-26 19:58:33.692501,3247.2684758833184,3250.862875331079
ENG_RPM_001,2026-03-26 19:58:33.702508,3232.8531663156887,3241.176998772243
ENG_RPM_001,2026-03-26 19:58:33.712515,3218.2737505484497,3221.996641298464
ENG_RPM_001,2026-03-26 19:58:33.722521,3203.544952766274,3198.375352401159
ENG_RPM_001,2026-03-26 19:58:33.732528,3188.6816452162807,3175.1264873922464
ENG_RPM_001,2026-03-26 19:58:33.742535,3173.698833510384,3190.862410203732
ENG_RPM_001,2026-03-26 19:58:33.752541,3158.6116417958556,3164.4179051101833
ENG_RPM_001,2026-03-26 19:58:33.762548,3143.4352978087636,3138.3248212184176
ENG_RPM_001,2026-03-26 19:58:33.772555,3128.185117825043,3145.6129681343964
ENG_RPM_001,2026-03-26 19:58:33.782561,3112.876491524081,3115.3206594103513
ENG_RPM_001,2026-03-26 19:58:33.792568,3097.524866779766,3102.4101551430394
ENG_RPM_001,2026-03-26 19:58:33.802575,3082.145734394046,3085.27480388442
ENG_RPM_001,2026-03-26 19:58:33.812581,3066.754612788053,3051.8227988612475
ENG_RPM_001,2026-03-26 19:58:33.822588,3051.367032665953,3051.815309819667
ENG_RPM_001,2026-03-26 19:58:33.832595,3035.9985216666632,3053.653348613102
ENG_RPM_001,2026-03-26 19:58:33.842601,3020.664589018592,2995.7567619273773
ENG_RPM_001,2026-03-26 19:58:33.852608,3005.3807102125866,2997.3030536455085
ENG_RPM_001,2026-03-26 19:58:33.862615,2990.162311708228,2975.3050051446544
ENG_RPM_001,2026-03-26 19:58:33.872621,2975.02475568857,2992.1461557951493
ENG_RPM_001,2026-03-26 19:58:33.882628,2959.9833248784134,2959.7990681724373
ENG_RPM_001,2026-03-26 19:58:33.892635,2945.053207441103,2941.9263980977325
ENG_RPM_001,2026-03-26 19:58:33.902641,2930.2494819687668,2938.51771297714
ENG_RPM_001,2026-03-26 19:58:33.912648,2915.587102580849,2936.3585531753556
ENG_RPM_001,2026-03-26 19:58:33.922655,2901.0808841456433,2905.440117742295
ENG_RPM_001,2026-03-26 19:58:33.932661,2886.745487639443,2889.907680867583
ENG_RPM_001,2026-03-26 19:58:33.942668,2872.5954056577666,2881.5769798463334
ENG_RPM_001,2026-03-26 19:58:33.952675,2858.6449480929837,2855.2216302480333
ENG_RPM_001,2026-03-26 19:58:33.962681,2844.9082279924974,2835.4300523011248
ENG_RPM_001,2026-03-26 19:58:33.972688,2831.3991476114393,2836.1911602177875
ENG_RPM_001,2026-03-26 19:58:33.982695,2818.1313846736875,2802.3741078771086
ENG_RPM_001,2026-03-26 19:58:33.992701,2805.118378854762,2774.850574771725
ENG_RPM_001,2026-03-26 19:58:34.002708,2792.373318499963,2800.887740014911
ENG_RPM_001,2026-03-26 19:58:34.012715,2779.90912759088,2765.12300162528
ENG_RPM_001,2026-03-26 19:58:34.022721,2767.738452973149,2754.275965469365
ENG_RPM_001,2026-03-26 19:58:34.032728,2755.8736518580736,2759.767902454827
ENG_RPM_001,2026-03-26 19:58:34.042735,2744.3267796104715,2726.4995716026256
